userId,movieId,rating,timestamp,predictedRating,s1,s2,s3,s4,s5,s6,s7,s8,q,s_ser_rel,s_ser_find,s_ser_imp,s_ser_rec,m_ser_rel,m_ser_find,m_ser_imp,m_ser_rec
113031,102666,4.0,1485694992000,3.9395714,1,1,3,1,2,4,5,4,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
113031,127164,4.0,1485099716000,3.914593,1,1,4,1,2,2,5,1,7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
113031,6718,3.5,1485695298000,3.1092682,1,1,3,1,1,4,4,1,6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
101818,137857,3.5,1483310469000,3.6865396,1,2,2,1,1,1,4,1,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
101818,69844,4.0,1483303904000,3.9932237,1,1,5,1,1,1,5,1,6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
101818,6027,4.5,1492111056000,3.79442,NA,4,2,5,1,1,5,2,3,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
101818,162414,5.0,1492111064000,4.5215125,4,NA,5,2,NA,NA,5,NA,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
116352,164179,3.5,1488241720000,4.248882,1,1,5,1,4,1,3,2,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
116352,164981,3.5,1488642569000,2.9816651,1,3,4,2,3,1,4,2,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
116352,65514,4.5,1486851048000,3.5317223,1,1,2,4,5,3,5,5,6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
116352,1291,4.0,1486851021000,5.0,1,1,2,4,4,1,5,3,6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
116352,162606,4.0,1488241658000,3.247394,1,1,3,1,1,1,5,2,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
125121,6950,3.5,1501713580000,3.2874024,1,1,2,1,3,4,3,2,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
125121,157274,4.0,1484557015000,3.468878,1,1,4,1,2,2,3,1,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
125121,127096,3.5,1485383651000,2.7417629,1,1,4,1,3,2,3,2,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
125121,4699,3.5,1484600451000,2.9602685,1,1,3,2,1,1,4,2,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
125121,80831,4.0,1484687189000,3.6114438,1,1,4,1,4,3,4,3,6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
115551,27904,3.5,1484309301000,4.7902293,1,2,3,2,2,2,3,2,6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
115551,155968,4.0,1484660110000,3.6042414,2,2,4,3,2,2,4,3,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
115551,110882,4.0,1484309370000,4.1071744,1,1,3,3,2,2,4,3,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
115551,159401,3.5,1491217111000,3.307747,4,1,4,4,2,1,3,3,1,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
115551,131502,3.5,1485273829000,3.320312,5,3,3,4,4,3,3,3,3,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
145076,6132,4.0,1488282590000,3.7297964,3,3,4,3,2,2,5,4,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
145076,4552,4.0,1488281757000,4.7346473,4,3,3,4,4,4,5,4,5,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
145076,3837,3.5,1488284724000,3.6668603,2,2,4,2,1,1,4,3,6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
145076,2654,3.5,1488280938000,3.9589312,1,2,3,1,1,1,4,3,6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
145076,3119,3.5,1488281916000,3.8751965,1,3,4,1,1,1,4,2,6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
108838,3984,5.0,1484483935000,4.2146606,1,1,4,2,2,1,4,3,6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
108838,3494,4.5,1484483929000,4.2905726,1,1,NA,3,3,3,4,2,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
108838,2072,4.0,1484483883000,4.3379955,1,NA,NA,3,3,1,4,4,6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
108838,3262,4.5,1484483915000,4.2556777,1,NA,4,3,4,3,4,2,6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
108838,2143,3.5,1484483886000,4.351725,1,NA,NA,2,2,3,3,3,6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
159426,160674,3.5,1485586469000,3.205539,1,1,4,4,1,1,3,2,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
159426,85312,4.5,1485586687000,3.7994335,1,3,5,4,4,3,5,3,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
159426,139317,3.5,1485586507000,3.4222574,1,1,5,5,3,4,5,1,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
159426,2377,3.5,1485586422000,2.9842572,2,1,4,5,4,1,4,3,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
159426,143369,3.5,1489249597000,3.6208017,1,1,4,1,3,1,5,1,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
148591,115713,4.0,1490469293000,3.9505787,NA,5,3,2,2,2,4,3,2,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
148591,118082,3.5,1486838422000,3.647743,NA,3,3,4,3,2,3,3,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
148591,162414,4.0,1488364927000,4.051011,1,2,3,2,3,3,4,4,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
148591,59421,2.5,1491664135000,3.235418,1,1,2,3,4,4,2,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
148591,166461,4.5,1485534772000,4.2244096,1,1,4,1,1,1,4,2,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
118774,50160,4.5,1487429101000,3.7994363,1,2,4,2,3,2,4,4,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
118774,115216,3.5,1485782631000,3.4568322,3,2,4,2,2,2,4,3,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
118774,57526,4.0,1485782847000,3.005716,3,3,4,2,2,3,5,3,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
118774,54075,3.5,1485780530000,3.4077864,2,3,4,3,3,2,3,2,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
118774,114925,3.5,1485780590000,3.0420768,2,3,3,3,4,3,3,3,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
110525,166705,3.5,1488132220000,3.4071212,1,2,3,2,4,2,4,3,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
110525,164949,3.5,1486454016000,4.0087323,2,4,4,3,5,2,4,4,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
110525,83369,4.0,1485511613000,3.4697597,1,1,3,3,4,4,4,4,6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
110525,118700,3.5,1490047245000,3.292537,2,NA,4,2,2,2,4,3,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
110525,158972,3.5,1487224195000,3.6458023,2,4,4,3,4,4,4,4,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
125131,1616,3.5,1484360061000,3.4780395,1,3,4,3,4,3,5,4,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
125131,262,4.0,1484360041000,4.3807244,1,2,5,2,2,2,4,2,6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
125131,135,4.0,1484359889000,3.624923,1,3,2,3,4,4,4,4,6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
125131,157274,5.0,1489323839000,4.9169583,2,4,5,3,2,2,5,3,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
125131,169,4.0,1484360075000,3.671318,1,2,4,2,2,3,4,3,6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
151154,167650,4.0,1483221211000,3.686571,NA,NA,4,2,2,2,4,3,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
151154,8772,3.5,1485461793000,4.409196,2,NA,4,2,2,2,4,2,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
151154,134248,4.0,1486414226000,3.3007147,NA,NA,3,3,4,4,4,3,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
151154,166415,3.5,1483367899000,3.6869671,NA,NA,4,2,2,2,4,2,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
151154,2527,3.5,1483122792000,3.1253724,2,NA,4,2,2,2,4,2,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
190255,92001,4.0,1489962315000,3.7832944,1,4,4,4,3,4,4,3,3,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE
190255,4194,3.5,1487801542000,3.6911035,1,4,4,5,4,4,3,2,3,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
190255,94264,4.0,1486160819000,3.6148283,1,4,4,4,4,4,4,4,3,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
190255,8731,3.5,1484346433000,3.346135,1,3,3,5,4,4,4,3,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
190255,130426,4.0,1491151628000,4.0776005,1,4,4,4,2,2,4,3,2,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
206131,1409,4.0,1485622645000,3.0949678,1,1,3,2,2,2,4,2,6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
206131,71282,4.5,1485345059000,3.9540868,2,4,3,2,3,3,4,3,3,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
206131,80586,3.5,1485478605000,4.2885633,4,4,3,3,2,2,3,2,3,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
206131,91869,4.5,1485490367000,3.436612,5,3,4,4,3,2,5,3,3,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
124359,72224,4.0,1487988511000,3.700169,1,NA,4,1,3,3,4,1,6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
124359,114128,4.0,1485881004000,3.6702535,1,NA,4,4,3,4,5,1,6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
124359,168458,3.5,1485375323000,3.340357,1,NA,4,3,4,4,5,1,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
124359,72109,3.5,1487442616000,3.6434836,1,NA,4,3,3,4,3,1,6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
124359,114556,4.0,1485378885000,3.7713554,1,NA,4,3,3,4,5,1,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
143533,2401,3.5,1486748916000,3.8008451,2,2,4,2,3,3,4,3,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
143533,115216,3.5,1486748905000,3.3202035,4,4,4,4,3,3,4,3,3,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
143533,165347,3.5,1486748201000,3.174591,1,2,4,3,2,2,4,2,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
143533,4803,3.5,1486749010000,3.6066914,2,2,4,2,3,3,4,2,6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
143533,130073,4.0,1486748471000,3.425986,1,3,3,3,4,3,4,3,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
199727,163971,5.0,1484628311000,5.0,2,2,5,2,2,2,5,2,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
199727,165601,4.5,1491587160000,4.4241185,5,4,5,5,4,4,4,2,1,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
199727,168586,5.0,1492191266000,4.301823,1,NA,5,5,1,NA,5,3,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
199727,159451,5.0,1486115343000,5.0,NA,3,3,3,3,3,4,3,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
199727,108778,5.0,1485081080000,4.9576697,2,3,4,4,5,5,4,4,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
125918,1232,4.5,1486050135000,4.3462634,1,1,NA,1,NA,NA,NA,NA,7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
125918,154676,4.0,1486049843000,3.9911616,1,1,4,2,4,4,4,3,6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
125918,158972,4.0,1486049060000,3.577387,1,1,4,1,1,1,4,3,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
125918,133437,3.5,1486049817000,3.8021076,1,1,3,4,4,4,4,3,6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
111399,26547,4.0,1490610609000,3.766144,1,NA,1,1,3,2,4,2,6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
111399,27032,4.0,1490610655000,3.564187,1,NA,1,1,2,2,5,3,6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
111399,167018,4.0,1485783408000,3.5777164,1,NA,4,1,2,3,4,2,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
111399,8526,4.0,1490610667000,3.4925513,1,NA,1,1,3,1,5,3,6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
111399,2879,4.0,1490610695000,3.2879183,1,NA,1,1,3,1,5,3,6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
117154,49060,3.5,1492858506000,3.6292877,4,4,3,4,4,3,4,3,3,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE
117154,144698,3.5,1488829250000,3.2544098,2,3,2,4,4,4,4,3,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
117154,171129,3.5,1492857490000,3.6348145,1,2,3,4,4,4,4,3,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
117154,87197,3.5,1485608046000,3.707679,4,3,3,4,3,4,4,4,3,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
117154,99087,3.5,1492858549000,3.3524547,2,3,3,4,3,3,4,3,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
122003,92643,4.0,1485311862000,4.1447678,1,1,3,2,4,3,3,2,7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
122003,139525,4.0,1487274696000,4.1239247,2,4,4,3,2,2,5,3,7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
122003,81817,4.0,1485292338000,3.757624,1,1,4,2,1,1,4,2,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
122003,164367,4.0,1485386162000,3.4233994,5,4,5,5,2,2,5,3,7,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
122003,72479,4.5,1485192582000,4.4082813,NA,NA,3,4,3,2,5,4,6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
185875,148482,4.0,1487400704000,3.6993148,1,1,4,1,2,3,4,3,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
185875,157122,3.5,1485411955000,3.709867,1,3,4,1,2,2,4,3,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
185875,122888,4.0,1486269480000,3.1033385,1,1,3,1,2,3,3,2,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
185875,7774,4.0,1490769447000,3.4626522,1,1,3,1,3,3,5,3,6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
122746,5072,4.5,1486396503000,3.8531399,1,1,NA,3,4,NA,4,NA,6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
122746,159827,4.0,1488133826000,4.2537823,1,2,5,2,2,2,4,3,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
122746,68194,5.0,1488134370000,4.7599435,1,1,NA,4,3,NA,5,4,6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
122746,3189,3.5,1486396454000,3.7815893,1,1,NA,NA,NA,NA,NA,NA,6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
125927,2324,4.0,1490600627000,4.08673,1,1,3,2,2,2,3,2,6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
125927,80549,4.5,1490600459000,3.9996934,1,1,4,1,2,2,5,2,6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
125927,1961,4.5,1490600638000,3.8127518,1,1,4,2,2,2,5,2,6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
125927,300,4.5,1490600406000,3.222106,1,1,2,4,2,2,4,3,6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
125927,1246,5.0,1490600649000,3.7879593,1,1,5,1,2,1,5,1,6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
122005,7216,3.5,1485047680000,4.060452,1,4,3,2,2,2,4,2,3,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
122005,44947,4.0,1487464911000,3.83491,1,4,3,3,2,2,5,3,2,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
122005,112066,4.0,1484530456000,4.456351,5,5,4,5,4,5,5,5,3,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
122005,32280,4.0,1489185677000,3.296442,1,4,3,2,2,2,4,2,2,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
122005,8602,3.5,1490580517000,3.8766818,1,4,3,2,2,2,4,2,2,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
133964,86628,3.5,1489940067000,3.2026966,2,2,3,3,3,2,4,3,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
133964,8119,4.0,1488543280000,2.939448,2,2,2,4,4,3,4,3,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
133964,129709,3.5,1488742996000,3.2362933,NA,NA,NA,NA,NA,NA,NA,NA,7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
133964,26349,3.5,1489755967000,3.302416,2,2,3,3,2,2,4,3,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
145260,165859,3.5,1484834147000,2.8360078,2,NA,4,2,2,2,4,2,6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
145260,168026,3.5,1484833964000,3.0275013,2,NA,4,2,2,2,4,2,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
145260,104875,3.5,1484834103000,2.8874888,3,NA,4,3,2,2,3,2,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
145260,168040,3.5,1484833932000,3.077997,1,NA,5,1,2,2,4,2,6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
145260,130842,3.5,1484833995000,2.9829094,2,NA,4,2,2,2,3,2,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
105520,6993,3.5,1489381612000,4.4092064,4,4,4,2,3,2,3,2,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
105520,930,4.0,1485748459000,4.592218,3,4,4,4,4,4,5,4,3,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
105520,904,4.5,1485494197000,4.35208,1,3,4,4,5,3,5,5,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
105520,906,4.0,1487821649000,4.0977807,4,5,4,4,4,4,5,4,3,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
105520,2186,4.5,1484369013000,4.5322895,2,4,4,3,4,3,5,4,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
117986,147378,5.0,1483300625000,4.3420587,2,NA,5,2,2,2,5,2,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
117986,3347,4.0,1483300391000,4.3869753,2,NA,5,4,4,2,5,4,6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
117986,2872,4.0,1483300194000,4.37391,2,NA,5,2,2,2,5,2,6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
117986,7247,5.0,1483299951000,4.4205008,2,NA,5,2,2,2,5,2,6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
130228,85414,5.0,1488732625000,4.6420126,1,NA,4,2,2,1,5,2,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
130228,52328,4.5,1488732557000,4.7793527,1,NA,4,2,2,2,3,2,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
130228,166635,4.5,1488907608000,4.6641483,NA,NA,4,1,2,3,4,2,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
130228,166024,5.0,1488907214000,5.0,1,NA,3,2,4,4,5,4,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
130228,115967,4.5,1488732735000,4.6192465,5,NA,4,5,4,2,4,3,2,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
113922,8260,3.5,1487073166000,3.405558,1,1,3,3,5,4,3,3,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
113922,94022,3.5,1485582619000,3.564637,1,1,3,3,4,4,4,3,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
113922,100328,3.5,1485582524000,3.4272156,1,1,3,3,4,4,4,4,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
113922,100426,3.5,1487513624000,3.4477055,1,1,4,3,4,2,4,3,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
113922,26109,3.5,1489834014000,3.8142853,1,1,4,1,2,2,3,2,6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
